NU_TIPO_NIVEL_INSE,media_lp_por_nivel,dp_lp_por_nivel,mediana_lp_por_nivel,media_mt_por_nivel,dp_mt_por_nivel,mediana_mt_por_nivel
4,0.0598646422114039,0.868429106018561,0.0598646422114039,-0.00432377043191638,0.825297672520956,-0.00432377043191638
5,0.174616145629031,0.874718797049998,0.174616145629031,0.126120598676937,0.828341142587242,0.126120598676937
3,-0.0538031055294396,0.859528534420127,-0.0538031055294396,-0.126186173725862,0.824881785840354,-0.126186173725862
6,0.283718951831786,0.878926059825981,0.283718951831786,0.263078612515025,0.832068828209648,0.263078612515025
2,-0.222823862860664,0.846760694019377,-0.222823862860664,-0.278892849668613,0.831853711272015,-0.278892849668613
7,0.354890870916744,0.896238951636306,0.354890870916744,0.384842392113425,0.84856956339291,0.384842392113425
1,-0.460661132190219,0.832325325089903,-0.460661132190219,-0.477946141312611,0.837249653252317,-0.477946141312611
8,0.364083873747028,0.963608559920568,0.364083873747028,0.449708822695697,0.936254139062065,0.449708822695697
